ID,Name,Amount,CloseDate,CreatedDate,Pipeline
"427971732698","Paul Hartmann AG - Energy Management",449725,"2026-01-09T08:52:19.200Z","2026-01-09T08:52:19.200Z","default"
"428179143896","Fiege Logistik - Process Automation",448448,"2026-01-09T08:42:26.196Z","2026-01-09T08:42:26.196Z","default"
"428179144926","Grand City Properties - Smart Building Automation",448400,"2026-01-09T08:42:26.196Z","2026-01-09T08:42:26.196Z","default"
"428916066524","CoreVision AG - Smart Home Projekt",448373,"2026-01-09T17:31:57.129Z","2026-01-09T17:31:57.129Z","default"
"428960054486","HelloFresh SE - Smart Home Projekt",447973,"2026-01-09T17:33:11.047Z","2026-01-09T17:33:11.047Z","default"
"428043463913","SICK AG - Process Automation",447678,"2026-01-09T08:43:32.547Z","2026-01-09T08:43:32.547Z","default"
"428043463907","Max Bögl - Energy Management",447013,"2026-01-09T08:43:32.547Z","2026-01-09T08:43:32.547Z","default"
"428136045799","Deichmann SE - Industry 4.0",446846,"2026-01-09T04:22:48.949Z","2026-01-09T04:22:48.949Z","default"
"428987581632","Helaba - Smart Home Projekt",446464,"2026-01-09T17:29:47.273Z","2026-01-09T17:29:47.273Z","default"
"428428221675","Endress+Hauser - Process Automation",446301,"2026-01-09T08:54:29.423Z","2026-01-09T08:54:29.423Z","default"
"428413838585","Altana AG - Industry 4.0 Implementation",445059,"2026-01-09T08:45:43.384Z","2026-01-09T08:45:43.384Z","default"
"428413838570","K+S AG - Smart Building Automation",445024,"2026-01-09T08:45:43.384Z","2026-01-09T08:45:43.384Z","default"
"426743422201","Boehringer Ingelheim - Process Automation",444385,"2026-01-09T08:47:52.684Z","2026-01-09T08:47:52.684Z","default"
"428987580637","PrimeWare Ltd - Smart Home Projekt",442482,"2026-01-09T17:29:47.273Z","2026-01-09T17:29:47.273Z","default"
"428916063427","Mazars Deutschland - Smart Home Projekt",440998,"2026-01-09T17:29:44.369Z","2026-01-09T17:29:44.369Z","default"
"427971576028","SNP Schneider-Neureither - Energy Management",440973,"2026-01-09T04:19:29.842Z","2026-01-09T04:19:29.842Z","default"
"426722147553","RWE AG - Smart Building Automation",439632,"2026-01-09T08:50:09.505Z","2026-01-09T08:50:09.505Z","default"
"428413838560","ThyssenKrupp AG - Energy Management",438366,"2026-01-09T08:45:43.384Z","2026-01-09T08:45:43.384Z","default"
"428987579636","Workday Germany - Smart Home Projekt",437742,"2026-01-09T17:29:47.273Z","2026-01-09T17:29:47.273Z","default"
"426743422198","DMG MORI - Process Automation",437543,"2026-01-09T08:47:52.684Z","2026-01-09T08:47:52.684Z","default"
"427971732709","Deutsche Post DHL - Energy Management",437385,"2026-01-09T08:52:19.200Z","2026-01-09T08:52:19.200Z","default"
"426722148543","Clariant AG - Process Automation",436021,"2026-01-09T08:50:09.505Z","2026-01-09T08:50:09.505Z","default"
"426743423204","[A-CLASS] INDUSTRY_4_0 - TrendSmart VOF",435788,"2026-01-09T08:47:52.684Z","2026-01-09T08:47:52.684Z","default"
"426722148562","Paul Hartmann AG - Industry 4.0 Implementation",434766,"2026-01-09T08:50:09.505Z","2026-01-09T08:50:09.505Z","default"
"428350462197","Hellmann Worldwide - Cloud Migration",433285,"2026-01-09T08:55:40.171Z","2026-01-09T08:55:40.171Z","default"
"426722148540","Aroundtown SA - Smart Building Automation",433085,"2026-01-09T08:50:09.505Z","2026-01-09T08:50:09.505Z","default"
"426722148553","Implenia Deutschland - Energy Management System",431872,"2026-01-09T08:50:09.505Z","2026-01-09T08:50:09.505Z","default"
"427971731703","BLG Logistics - Smart Building Automation",431739,"2026-01-09T08:52:19.200Z","2026-01-09T08:52:19.200Z","default"
"428350464186","Helaba - Cloud Migration",429820,"2026-01-09T08:55:40.171Z","2026-01-09T08:55:40.171Z","default"
"427541002458","Obi GmbH - Energy Management",429268,"2026-01-09T08:54:32.590Z","2026-01-09T08:54:32.590Z","default"
"428032674017","Adesso SE - Process Automation",429105,"2026-01-09T09:00:07.913Z","2026-01-09T09:00:07.913Z","default"
"427971732728","INDUSTRY 4_0 - EuroOne Services",428916,"2026-01-09T08:52:19.200Z","2026-01-09T08:52:19.200Z","default"
"428502729940","INDUSTRY 4_0 - EuroOne Services",428916,"2026-01-09T15:56:14.540Z","2026-01-09T15:56:14.540Z","default"
"428350464190","Symrise AG - Smart Building Automation",428790,"2026-01-09T08:55:40.171Z","2026-01-09T08:55:40.171Z","default"
"428350464204","PSI Software - Smart Building Automation",428773,"2026-01-09T08:55:40.171Z","2026-01-09T08:55:40.171Z","default"
"428956455100","SmartWorks SAS - Smart Home Projekt",428033,"2025-09-08T00:00:00Z","2026-01-09T17:32:38.547Z","default"
"427541001414","TAG Immobilien AG - Cloud Migration",427680,"2026-01-09T08:54:32.591Z","2026-01-09T08:54:32.591Z","default"
"428163365090","DB Schenker - Industry 4.0 Implementation",427103,"2026-01-09T08:54:30.984Z","2026-01-09T08:54:30.984Z","default"
"428350463212","Drägerwerk AG - Process Automation",427029,"2026-01-09T08:55:40.171Z","2026-01-09T08:55:40.171Z","default"
"428991232209","OmegaGroup SRL - Smart Home Projekt",425055,"2026-01-09T17:29:42.976Z","2026-01-09T17:29:42.976Z","default"
"428954618054","Jung von Matt - Smart Home Projekt",424487,"2026-01-09T17:32:01.931Z","2026-01-09T17:32:01.931Z","default"
"428960053460","Forto GmbH - Smart Home Projekt",423871,"2026-01-09T17:33:08.207Z","2026-01-09T17:33:08.207Z","default"
"428027286723","Wago Kontakttechnik - Smart Building Automation",423766,"2026-01-09T08:57:50.941Z","2026-01-09T08:57:50.941Z","default"
"428991230189","Mercedes-Benz Group - Smart Home Projekt",423440,"2026-01-09T17:29:41.490Z","2026-01-09T17:29:41.490Z","default"
"428350463200","Fresenius SE - Industry 4.0",422610,"2026-01-09T08:55:40.171Z","2026-01-09T08:55:40.171Z","default"
"427971576057","Dachser SE - Energy Management",422533,"2026-01-09T04:19:29.842Z","2026-01-09T04:19:29.842Z","default"
"428350463217","Stada Arzneimittel - Digital Transformation",421621,"2026-01-09T08:55:40.171Z","2026-01-09T08:55:40.171Z","default"
"428027285720","Siemens Gamesa - Smart Building Automation",421419,"2026-01-09T08:57:50.941Z","2026-01-09T08:57:50.941Z","default"
"428032675053","Kühne + Nagel - Industry 4.0",420790,"2026-01-09T09:00:07.912Z","2026-01-09T09:00:07.912Z","default"
"424216274113","Mercedes-Benz Sindelfingen - Executive Lounge [HS-274113]",420000,"2026-01-05T11:18:44.427Z","2026-01-05T11:18:44.427Z","default"
"428032675014","Kühne + Nagel - Energy Management",418028,"2026-01-09T09:00:07.913Z","2026-01-09T09:00:07.913Z","default"
"428027284718","Metro AG - Process Automation",417343,"2026-01-09T08:57:50.941Z","2026-01-09T08:57:50.941Z","default"
"428032674021","Ottobock SE - Digital Transformation",416375,"2026-01-09T09:00:07.913Z","2026-01-09T09:00:07.913Z","default"
"427417128146","Vonovia SE - Digital Transformation",415759,"2026-01-09T09:02:18.070Z","2026-01-09T09:02:18.070Z","default"
"428027285703","Targobank AG - Industry 4.0 Implementation",415151,"2026-01-09T08:57:50.941Z","2026-01-09T08:57:50.941Z","default"
"428458738901","Metro AG - Energy Management System",414912,"2026-01-09T09:05:39.666Z","2026-01-09T09:05:39.666Z","default"
"428032675038","[A-CLASS] INDUSTRY_4_0 - Möller & Neumann PLC",414205,"2026-01-09T09:00:07.913Z","2026-01-09T09:00:07.913Z","default"
"428926807248","Denkwerk GmbH - Smart Home Projekt",413304,"2026-01-09T17:31:58.740Z","2026-01-09T17:31:58.740Z","default"
"428960052473","AlphaWare AG - Smart Home Projekt",412957,"2026-01-09T17:33:08.207Z","2026-01-09T17:33:08.207Z","default"
"427417127159","Röhm GmbH - Cloud Migration",411992,"2026-01-09T09:02:18.070Z","2026-01-09T09:02:18.070Z","default"
"427417127115","INDUSTRY 4_0 - SmartWare Engineering",411919,"2026-01-09T09:02:18.070Z","2026-01-09T09:02:18.070Z","default"
"428027292872","Software AG - Smart Building Automation",410346,"2026-01-09T09:04:30.747Z","2026-01-09T09:04:30.747Z","default"
"428916067515","LogicConnect AG - Smart Home Projekt",409791,"2026-01-09T17:31:57.129Z","2026-01-09T17:31:57.129Z","default"
"428458738906","DIC Asset AG - Industry 4.0 Implementation",409702,"2026-01-09T09:05:39.666Z","2026-01-09T09:05:39.666Z","default"
"428027291863","Instone Real Estate - Smart Building Automation",409632,"2026-01-09T09:04:30.747Z","2026-01-09T09:04:30.747Z","default"
"428989385966","HubLabs GmbH - Smart Home Projekt",408074,"2026-01-09T17:29:45.899Z","2026-01-09T17:29:45.899Z","default"
"427417128148","Carl Zeiss AG - Energy Management System",407310,"2026-01-09T09:02:18.070Z","2026-01-09T09:02:18.070Z","default"
"427537364190","MVV Energie AG - Energy Management System",405352,"2026-01-09T09:07:50.100Z","2026-01-09T09:07:50.100Z","default"
"428899836143","TAG Immobilien AG - Smart Home Projekt",404383,"2025-11-25T00:00:00Z","2026-01-09T17:31:47.500Z","default"
"429000383692","TAG Immobilien AG - Smart Home Projekt",404383,"2026-01-09T20:10:55.502Z","2026-01-09T20:10:55.502Z","default"
"428072167618","N-ERGIE AG - Energy Management",404181,"2026-01-09T09:10:08.347Z","2026-01-09T09:10:08.347Z","default"
"428458737909","Helaba - Digital Transformation",403754,"2026-01-09T09:05:39.666Z","2026-01-09T09:05:39.666Z","default"
"428458737910","DATEV eG - Process Automation",401900,"2026-01-09T09:05:39.666Z","2026-01-09T09:05:39.666Z","default"
"428458738886","All for One Group - Process Automation",401841,"2026-01-09T09:05:39.666Z","2026-01-09T09:05:39.666Z","default"
"427537364175","Nordex SE - Energy Management",400791,"2026-01-09T09:07:50.100Z","2026-01-09T09:07:50.100Z","default"
"427537363193","Wolff & Müller - Cloud Migration",400700,"2026-01-09T09:07:50.100Z","2026-01-09T09:07:50.100Z","default"
"428916071658","CoreLabs BV - Smart Home Projekt",399657,"2026-01-09T17:33:12.448Z","2026-01-09T17:33:12.448Z","default"
"428914244828","DATEV eG - Smart Home Projekt",399213,"2026-01-09T17:32:00.461Z","2026-01-09T17:32:00.461Z","default"
"428426442939","Max Bögl - Process Automation",398197,"2026-01-09T09:17:49.364Z","2026-01-09T09:17:49.364Z","default"
"427537363173","TAG Immobilien AG - Digital Transformation",397253,"2026-01-09T09:07:50.100Z","2026-01-09T09:07:50.100Z","default"
"428469526749","Rossmann - IoT Integration",397096,"2026-01-09T09:14:30.424Z","2026-01-09T09:14:30.424Z","default"
"428914244799","EY Deutschland - Smart Home Projekt",395021,"2026-01-09T17:32:00.461Z","2026-01-09T17:32:00.461Z","default"
"427363638506","Metro AG - Energy Management",394788,"2026-01-09T09:14:32.075Z","2026-01-09T09:14:32.075Z","default"
"427537363150","DIC Asset AG - Process Automation",394697,"2026-01-09T09:07:50.100Z","2026-01-09T09:07:50.100Z","default"
"428105521376","Wüstenrot & Württembergische - Energy Management System",394555,"2026-01-09T04:31:35.408Z","2026-01-09T04:31:35.408Z","default"
"428954620125","CloudWorks Corp - Smart Home Projekt",394342,"2026-01-09T17:33:09.608Z","2026-01-09T17:33:09.608Z","default"
"427537364183","Porr Deutschland - IoT Integration",394098,"2026-01-09T09:07:50.100Z","2026-01-09T09:07:50.100Z","default"
"428916061433","LogicDynamics BV - Smart Home Projekt",394021,"2026-01-09T17:29:44.369Z","2026-01-09T17:29:44.369Z","default"
"428956452083","CoreSystems SAS - Smart Home Projekt",393251,"2025-07-21T00:00:00Z","2026-01-09T17:31:44.861Z","default"
"428916061419","Voith GmbH - Smart Home Projekt",392524,"2026-01-09T17:29:44.368Z","2026-01-09T17:29:44.368Z","default"
"428914244825","Ebner Stolz - Smart Home Projekt",392450,"2026-01-09T17:32:00.461Z","2026-01-09T17:32:00.461Z","default"
"428072166644","SNP Schneider-Neureither - IoT Integration",390295,"2026-01-09T09:10:08.347Z","2026-01-09T09:10:08.347Z","default"
"426918199520","Infineon Technologies - IoT Integration",390006,"2026-01-09T09:14:28.732Z","2026-01-09T09:14:28.732Z","default"
"428391271632","Paul Hartmann AG - Smart Building Automation",389734,"2026-01-09T09:15:39.301Z","2026-01-09T09:15:39.301Z","default"
"428072167619","Fuchs Petrolub - IoT Integration",388623,"2026-01-09T09:10:08.347Z","2026-01-09T09:10:08.347Z","default"
"428469526725","Wolff & Müller - IoT Integration",388581,"2026-01-09T09:14:30.424Z","2026-01-09T09:14:30.424Z","default"
"427417136363","Patrizia SE - Digital Transformation",388477,"2026-01-09T09:12:18.666Z","2026-01-09T09:12:18.666Z","default"
"428991248596","NexusSystems Inc - Smart Home Projekt",388131,"2026-01-01T00:00:00Z","2026-01-09T17:32:58.343Z","default"
"428979270904","NexusSystems Inc - Smart Home Projekt",388131,"2026-01-09T20:43:41.850Z","2026-01-09T20:43:41.850Z","default"
"427417136329","Siemens Gamesa - Energy Management",385818,"2026-01-09T09:12:18.666Z","2026-01-09T09:12:18.666Z","default"
"428954618061","TeamViewer SE - Smart Home Projekt",385177,"2026-01-09T17:32:01.931Z","2026-01-09T17:32:01.931Z","default"
"428105522382","Dachser SE - Cloud Migration",383801,"2026-01-09T04:31:35.408Z","2026-01-09T04:31:35.408Z","default"
"427526890732","Dachser SE - Cloud Migration",383801,"2026-01-09T13:42:57.131Z","2026-01-09T13:42:57.131Z","default"
"426918198508","Continental AG - Process Automation",383725,"2026-01-09T09:14:28.731Z","2026-01-09T09:14:28.731Z","default"
"427363638486","INDUSTRY 4_0 - FutureHome Ltd",383265,"2026-01-09T09:14:32.075Z","2026-01-09T09:14:32.075Z","default"
"427363638517","Enercon GmbH - Cloud Migration",382058,"2026-01-09T09:14:32.074Z","2026-01-09T09:14:32.074Z","default"
"428391279811","Hella GmbH & Co. KGaA - Process Automation",381900,"2026-01-09T09:22:28.709Z","2026-01-09T09:22:28.709Z","default"
"428426442957","INDUSTRY 4_0 - EnergieLabs SARL",381461,"2026-01-09T09:17:49.364Z","2026-01-09T09:17:49.364Z","default"
"428391271659","Continental AG - Energy Management",381375,"2026-01-09T09:15:39.301Z","2026-01-09T09:15:39.301Z","default"
"428391271610","INDUSTRY 4_0 - TechWorks Services",380144,"2026-01-09T09:15:39.301Z","2026-01-09T09:15:39.301Z","default"
"428426441973","Festo SE & Co. KG - Cloud Migration",379852,"2026-01-09T09:17:49.364Z","2026-01-09T09:17:49.364Z","default"
"428105722105","Brose Fahrzeugteile - Process Automation",379276,"2026-01-09T09:28:10.790Z","2026-01-09T09:28:10.790Z","default"
"428426443967","Fiege Logistik - Smart Building Automation",379251,"2026-01-09T09:17:49.364Z","2026-01-09T09:17:49.364Z","default"
"428916067546","PSI Software - Smart Home Projekt",378540,"2026-01-09T17:31:57.129Z","2026-01-09T17:31:57.129Z","default"
"428426443969","INDUSTRY 4_0 - SmartHub SPA",378089,"2026-01-09T09:17:49.364Z","2026-01-09T09:17:49.364Z","default"
"428426442993","INDUSTRY 4_0 - SoftFactory GmbH",378035,"2026-01-09T09:17:49.364Z","2026-01-09T09:17:49.364Z","default"
"428426442962","Brenntag SE - IoT Integration",377559,"2026-01-09T09:17:49.364Z","2026-01-09T09:17:49.364Z","default"
"428391278824","Porr Deutschland - Energy Management",377557,"2026-01-09T09:22:28.709Z","2026-01-09T09:22:28.709Z","default"
"428136045810","Nordex SE - Smart Building Automation",375829,"2026-01-09T04:22:48.949Z","2026-01-09T04:22:48.949Z","default"
"427526592719","Festo SE & Co. KG - Energy Management",375787,"2026-01-09T09:20:06.585Z","2026-01-09T09:20:06.585Z","default"
"427526591709","Dachser SE - Smart Building Automation",375453,"2026-01-09T09:20:06.585Z","2026-01-09T09:20:06.585Z","default"
"427526592745","LEG Immobilien SE - Digital Transformation",375145,"2026-01-09T09:20:06.585Z","2026-01-09T09:20:06.585Z","default"
"427526591715","Sartorius AG - Cloud Migration",374976,"2026-01-09T09:20:06.585Z","2026-01-09T09:20:06.585Z","default"
"428888899810","Sartorius AG - Cloud Migration",374976,"2026-01-09T15:51:25.121Z","2026-01-09T15:51:25.121Z","default"
"428391279810","Evotec SE - Smart Building Automation",373751,"2026-01-09T09:22:28.709Z","2026-01-09T09:22:28.709Z","default"
"428032500948","Nagarro SE - Energy Management",373063,"2026-01-09T04:24:57.557Z","2026-01-09T04:24:57.557Z","default"
"427526891743","Nagarro SE - Energy Management",373063,"2026-01-09T13:42:57.131Z","2026-01-09T13:42:57.131Z","default"
"427753646284","Adesso SE - Smart Building Automation",372739,"2026-01-09T04:27:10.482Z","2026-01-09T04:27:10.482Z","default"
"428088171706","Wüstenrot & Württembergische - Smart Building Automation",372552,"2026-01-09T04:32:45.387Z","2026-01-09T04:32:45.387Z","default"
"427541021933","Hapag-Lloyd AG - IoT Integration",372002,"2026-01-09T09:23:40.111Z","2026-01-09T09:23:40.111Z","default"
"428391279818","Nemetschek SE - IoT Integration",371843,"2026-01-09T09:22:28.709Z","2026-01-09T09:22:28.709Z","default"
"427541021927","Globus SB-Warenhaus - Energy Management",368031,"2026-01-09T09:23:40.111Z","2026-01-09T09:23:40.111Z","default"
"427541020918","ING Deutschland - Cloud Migration",366182,"2026-01-09T09:23:40.111Z","2026-01-09T09:23:40.111Z","default"
"428546852028","ING Deutschland - Cloud Migration",366182,"2026-01-09T11:29:34.250Z","2026-01-09T11:29:34.250Z","default"
"428391279817","Nordex SE - IoT Integration",363940,"2026-01-09T09:22:28.709Z","2026-01-09T09:22:28.709Z","default"
"428989386964","LogicWorks AG - Smart Home Projekt",363850,"2026-01-09T17:29:45.899Z","2026-01-09T17:29:45.899Z","default"
"428105723067","Union Investment - Process Automation",363764,"2026-01-09T09:28:10.790Z","2026-01-09T09:28:10.790Z","default"
"428136045815","Symrise AG - Cloud Migration",362442,"2026-01-09T04:22:48.949Z","2026-01-09T04:22:48.949Z","default"
"427541021887","EnBW Energie - IoT Integration",362238,"2026-01-09T09:23:40.111Z","2026-01-09T09:23:40.111Z","default"
"427541022918","TAG Immobilien AG - Process Automation",359245,"2026-01-09T09:23:40.111Z","2026-01-09T09:23:40.111Z","default"
"428535891162","GEA Group - Process Automation",359010,"2026-01-09T09:26:01.472Z","2026-01-09T09:26:01.472Z","default"
"428535891159","[A-CLASS] INDUSTRY_4_0 - AmbaPower GmbH & Co. KG",358838,"2026-01-09T09:26:01.472Z","2026-01-09T09:26:01.472Z","default"
"428535892167","Hellmann Worldwide - IoT Integration",357669,"2026-01-09T09:26:01.472Z","2026-01-09T09:26:01.472Z","default"
"428535891150","Beckhoff Automation - Smart Building Automation",355982,"2026-01-09T09:26:01.472Z","2026-01-09T09:26:01.472Z","default"
"428495062252","ING Deutschland - Energy Management",354730,"2026-01-09T09:30:27.569Z","2026-01-09T09:30:27.569Z","default"
"428535891192","Webasto SE - Cloud Migration",353909,"2026-01-09T09:26:01.472Z","2026-01-09T09:26:01.472Z","default"
"427753646275","Vonovia SE - Energy Management System",353539,"2026-01-09T04:27:10.482Z","2026-01-09T04:27:10.482Z","default"
"428543089888","Commerzbank AG - Industry 4.0 Implementation",353165,"2026-01-09T09:40:19.340Z","2026-01-09T09:40:19.340Z","default"
"426722182366","Targobank AG - IoT Integration",352684,"2026-01-09T09:31:33.669Z","2026-01-09T09:31:33.669Z","default"
"428105723102","Brose Fahrzeugteile - Industry 4.0 Implementation",352298,"2026-01-09T09:28:10.790Z","2026-01-09T09:28:10.790Z","default"
"426722181356","SMA Solar Technology - Energy Management System",351960,"2026-01-09T09:31:33.669Z","2026-01-09T09:31:33.669Z","default"
"428495063260","Hamborner REIT - Digital Transformation",351267,"2026-01-09T09:30:27.569Z","2026-01-09T09:30:27.569Z","default"
"428043290869","dm-drogerie markt - IoT Integration",350168,"2026-01-09T04:25:00.541Z","2026-01-09T04:25:00.541Z","default"
"428105723104","[A-CLASS] SOFTWARE - TotalService GmbH",349774,"2026-01-09T09:28:10.790Z","2026-01-09T09:28:10.790Z","default"
"427363410111","Wüstenrot & Württembergische - Energy Management",348144,"2026-01-09T09:36:07.300Z","2026-01-09T02:08:47.270Z","default"
"428500458739","Wüstenrot & Württembergische - Energy Management",348144,"2026-01-09T09:35:52.365Z","2026-01-09T09:35:52.365Z","default"
"428495123679","Wüstenrot & Württembergische - Energy Management",348144,"2026-01-09T10:28:16.639Z","2026-01-09T10:28:16.639Z","default"
"428495063232","STRABAG SE - Process Automation",348072,"2026-01-09T09:30:27.569Z","2026-01-09T09:30:27.569Z","default"
"428495062259","Noratis AG - IoT Integration",348044,"2026-01-09T09:30:27.569Z","2026-01-09T09:30:27.569Z","default"
"428495063267","[A-CLASS] INDUSTRY_4_0 - Hofmann Automation Sàrl",347205,"2026-01-09T09:30:27.569Z","2026-01-09T09:30:27.569Z","default"
"426722181327","Carl Zeiss AG - Process Automation",346207,"2026-01-09T09:31:33.669Z","2026-01-09T09:31:33.669Z","default"
"428954621147","Brose Fahrzeugteile - Smart Home Projekt",344742,"2026-01-09T17:33:09.608Z","2026-01-09T17:33:09.608Z","default"
"426722182339","Drägerwerk AG - Smart Building Automation",344684,"2026-01-09T09:31:33.669Z","2026-01-09T09:31:33.669Z","default"
"426722181338","Phoenix Contact - Industry 4.0 Implementation",344663,"2026-01-09T09:31:33.669Z","2026-01-09T09:31:33.669Z","default"
"426722182331","Max Bögl - Cloud Migration",344635,"2026-01-09T09:31:33.669Z","2026-01-09T09:31:33.669Z","default"
"428043500791","Covestro AG - Smart Building Automation",344197,"2026-01-09T09:33:43.181Z","2026-01-09T09:33:43.181Z","default"
"426722181334","Bauer AG - Process Automation",343508,"2026-01-09T09:31:33.669Z","2026-01-09T09:31:33.669Z","default"
"428043500772","BLG Logistics - Predictive Maintenance",343209,"2026-01-09T09:33:43.181Z","2026-01-09T09:33:43.181Z","default"
"428088171715","Noratis AG - Energy Management",343037,"2026-01-09T04:32:45.387Z","2026-01-09T04:32:45.387Z","default"
"427526890741","Noratis AG - Energy Management",343037,"2026-01-09T13:42:57.131Z","2026-01-09T13:42:57.131Z","default"
"428926807250","QuantumLabs Inc - Smart Home Projekt",342851,"2026-01-09T17:31:58.740Z","2026-01-09T17:31:58.740Z","default"
"428043500786","Vattenfall GmbH - Smart Building Automation",342402,"2026-01-09T09:33:43.181Z","2026-01-09T09:33:43.181Z","default"
"428043501768","Heidelberger Druckmaschinen - IoT Integration",341903,"2026-01-09T09:33:43.181Z","2026-01-09T09:33:43.181Z","default"
"428500459718","LEG Immobilien SE - Cloud Migration",340895,"2026-01-09T09:35:52.364Z","2026-01-09T09:35:52.364Z","default"
"428043501804","INDUSTRY 4_0 - IndustrieLabs NV",340373,"2026-01-09T09:33:43.181Z","2026-01-09T09:33:43.181Z","default"
"428061193439","Obi GmbH - Cloud Migration",339922,"2026-01-09T04:29:19.805Z","2026-01-09T04:29:19.805Z","default"
"428500458729","Evotec SE - Predictive Maintenance",339155,"2026-01-09T09:35:52.364Z","2026-01-09T09:35:52.364Z","default"
"428043506927","Clariant AG - Predictive Maintenance",338783,"2026-01-09T09:38:02.345Z","2026-01-09T09:38:02.345Z","default"
"428543089899","Hapag-Lloyd AG - Industry 4.0 Implementation",338045,"2026-01-09T09:40:19.340Z","2026-01-09T09:40:19.340Z","default"
"428061192431","Fuchs Petrolub - Smart Building Automation",337610,"2026-01-09T04:29:19.805Z","2026-01-09T04:29:19.805Z","default"
"428500458690","Bauer AG - IoT Integration",337292,"2026-01-09T09:35:52.364Z","2026-01-09T09:35:52.364Z","default"
"428456970474","INDUSTRY 4_0 - AutoConnect Services",337148,"2026-01-09T09:43:39.304Z","2026-01-09T09:43:39.304Z","default"
"428043507919","Phoenix Contact - Predictive Maintenance",336577,"2026-01-09T09:38:02.345Z","2026-01-09T09:38:02.345Z","default"
"428543089869","ElringKlinger AG - Process Automation",336448,"2026-01-09T09:40:19.340Z","2026-01-09T09:40:19.340Z","default"
"428043506930","ElringKlinger AG - Predictive Maintenance",336297,"2026-01-09T09:38:02.345Z","2026-01-09T09:38:02.345Z","default"
"428469552347","Hornbach Baumarkt - Smart Building Automation",335989,"2026-01-09T09:42:29.473Z","2026-01-09T09:42:29.473Z","default"
"428032500984","Schuler AG - Predictive Maintenance",334368,"2026-02-08T00:00:00Z","2026-01-09T04:24:57.557Z","default"
"428543090903","Schuler AG - Predictive Maintenance",334368,"2026-01-09T09:40:19.340Z","2026-01-09T09:40:19.340Z","default"
"428704977106","Schuler AG - Predictive Maintenance",334368,"2026-01-09T10:29:28.093Z","2026-01-09T10:29:28.093Z","default"
"427526891709","Schuler AG - Predictive Maintenance",334368,"2026-01-09T13:42:57.131Z","2026-01-09T13:42:57.131Z","default"
"428543089896","Covestro AG - IoT Integration",332929,"2026-01-09T09:40:19.340Z","2026-01-09T09:40:19.340Z","default"
"428543090884","[A-CLASS] INDUSTRY_4_0 - HighElektro EURL",332885,"2026-01-09T09:40:19.341Z","2026-01-09T09:40:19.341Z","default"
"428543089910","Nordex SE - Process Automation",332237,"2026-01-09T09:40:19.340Z","2026-01-09T09:40:19.340Z","default"
"427363409125","BayernLB - Energy Management",331656,"2026-01-09T09:41:54.399Z","2026-01-09T02:08:47.270Z","default"
"428469552344","BayernLB - Energy Management",331656,"2026-01-09T09:42:29.473Z","2026-01-09T09:42:29.473Z","default"
"428495124675","BayernLB - Energy Management",331656,"2026-01-09T10:28:16.639Z","2026-01-09T10:28:16.639Z","default"
"428469551352","[A-CLASS] INDUSTRY_4_0 - RotoService AG",331558,"2026-01-09T09:42:29.473Z","2026-01-09T09:42:29.473Z","default"
"427753646308","Union Investment - Cloud Migration",331239,"2026-01-09T04:27:10.482Z","2026-01-09T04:27:10.482Z","default"
"428495077583","[A-CLASS] SOFTWARE - NovaWare GmbH & Co. KG",330837,"2026-01-09T09:50:20.367Z","2026-01-09T09:50:20.367Z","default"
"427363409134","Rhenus Logistics - Energy Management",330427,"2026-01-09T09:41:47.293Z","2026-01-09T02:08:47.270Z","default"
"428469552342","Rhenus Logistics - Energy Management",330427,"2026-01-09T09:42:29.473Z","2026-01-09T09:42:29.473Z","default"
"428495125693","Rhenus Logistics - Energy Management",330427,"2026-01-09T10:28:16.639Z","2026-01-09T10:28:16.639Z","default"
"428916071621","Schaeffler AG - Smart Home Projekt",329840,"2026-01-09T17:33:12.448Z","2026-01-09T17:33:12.448Z","default"
"428469552316","dm-drogerie markt - Smart Building Automation",329486,"2026-01-09T09:42:29.473Z","2026-01-09T09:42:29.473Z","default"
"428088172754","Dräxlmaier Group - Predictive Maintenance",329421,"2026-01-09T04:32:45.387Z","2026-01-09T04:32:45.387Z","default"
"427526891737","Dräxlmaier Group - Predictive Maintenance",329421,"2026-01-09T13:42:57.131Z","2026-01-09T13:42:57.131Z","default"
"428543095001","Nagarro SE - IoT Integration",329176,"2026-01-09T09:43:36.037Z","2026-01-09T09:43:36.037Z","default"
"428456970463","Wüstenrot & Württembergische - Industry 4.0",329108,"2026-01-09T09:43:39.304Z","2026-01-09T09:43:39.304Z","default"
"428469551333","EnBW Energie - Digital Transformation",328473,"2026-01-09T09:42:29.473Z","2026-01-09T09:42:29.473Z","default"
"428439037128","Aroundtown SA - Predictive Maintenance",328300,"2026-01-09T09:45:51.670Z","2026-01-09T09:45:51.670Z","default"
"428537700541","Merck KGaA - Cloud Migration",327406,"2026-01-09T09:43:37.728Z","2026-01-09T09:43:37.728Z","default"
"428070362327","PSI Software - IoT Integration",327282,"2026-01-09T09:48:02.802Z","2026-01-09T09:48:02.802Z","default"
"428439037114","DATEV eG - IoT Integration",326958,"2026-01-09T09:45:51.670Z","2026-01-09T09:45:51.670Z","default"
"428439037131","Implenia Deutschland - Industry 4.0",326312,"2026-01-09T09:45:51.670Z","2026-01-09T09:45:51.670Z","default"
"428070361329","INDUSTRY 4_0 - PrimeWorks Systems",325689,"2026-01-09T09:48:02.802Z","2026-01-09T09:48:02.802Z","default"
